chapter,number,authors,year,title,venue,pages,doi,url,accessed,confidence,raw
13,1,"Ali, A., Chowdhury, S., Afify, M., El-Hajj, W., Hajj, H., Abbas, M., Hussein, A., Ghneim, N., Abushariah, M., & Alqudah, A",2021,Connecting Arabs: Bridging the gap in dialectal speech recognition,"Communications of the ACM, 64(4)",124-129,10.1145/3451150,https://doi.org/10.1145/3451150,,high,"Ali, A., Chowdhury, S., Afify, M., El-Hajj, W., Hajj, H., Abbas, M., Hussein, A., Ghneim, N., Abushariah, M., & Alqudah, A. (2021). Connecting Arabs: Bridging the gap in dialectal speech recognition. Communications of the ACM, 64(4), 124-129. https://doi.org/10.1145/3451150"
13,2,"Djanibekov, A., Toyin, H. O., Alshalan, R., Alatir, A., & Aldarmaki, H",2025,Dialectal coverage and generalization in Arabic speech recognition,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),29490-29502,10.18653/v1/2025.acl-long.1427,https://doi.org/10.18653/v1/2025.acl-long.1427,,high,"Djanibekov, A., Toyin, H. O., Alshalan, R., Alatir, A., & Aldarmaki, H. (2025). Dialectal coverage and generalization in Arabic speech recognition. Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), 29490-29502. https://doi.org/10.18653/v1/2025.acl-long.1427"
13,3,"Bender, E. M., & Friedman, B",2018,Data statements for natural language processing: Toward mitigating system bias and enabling better science,"Transactions of the Association for Computational Linguistics, 6",587-604,10.1162/tacl_a_00041,https://doi.org/10.1162/tacl_a_00041,,high,"Bender, E. M., & Friedman, B. (2018). Data statements for natural language processing: Toward mitigating system bias and enabling better science. Transactions of the Association for Computational Linguistics, 6, 587-604. https://doi.org/10.1162/tacl_a_00041"
13,4,"Mitchell, M., Wu, S., Zaldivar, A., Barnes, P., Vasserman, L., Hutchinson, B., Spitzer, E., Raji, I. D., & Gebru, T",2019,Model cards for model reporting,"Proceedings of the Conference on Fairness, Accountability, and Transparency",220-229,10.1145/3287560.3287596,https://doi.org/10.1145/3287560.3287596,,high,"Mitchell, M., Wu, S., Zaldivar, A., Barnes, P., Vasserman, L., Hutchinson, B., Spitzer, E., Raji, I. D., & Gebru, T. (2019). Model cards for model reporting. Proceedings of the Conference on Fairness, Accountability, and Transparency, 220-229. https://doi.org/10.1145/3287560.3287596"
13,5,"McMahan, H. B., Moore, E., Ramage, D., Hampson, S., & Agüera y Arcas, B",2017,Communication-efficient learning of deep networks from decentralized data,"Proceedings of the 20th International Conference on Artificial Intelligence and Statistics, PMLR 54",1273-1282,,https://proceedings.mlr.press/v54/mcmahan17a.html,10 August 2026,high,"McMahan, H. B., Moore, E., Ramage, D., Hampson, S., & Agüera y Arcas, B. (2017). Communication-efficient learning of deep networks from decentralized data. Proceedings of the 20th International Conference on Artificial Intelligence and Statistics, PMLR 54, 1273-1282. https://proceedings.mlr.press/v54/mcmahan17a.html Accessed 10 August 2026."
13,6,"Panariello, M., Tomashenko, N., Wang, X., Miao, X., Champion, P., Nourtel, H., Todisco, M., Evans, N., Vincent, E., & Yamagishi, J",2024,The VoicePrivacy 2022 Challenge: Progress and perspectives in voice anonymisation,"IEEE/ACM Transactions on Audio, Speech, and Language Processing, 32",3477-3491,10.1109/TASLP.2024.3430530,https://doi.org/10.1109/TASLP.2024.3430530,,high,"Panariello, M., Tomashenko, N., Wang, X., Miao, X., Champion, P., Nourtel, H., Todisco, M., Evans, N., Vincent, E., & Yamagishi, J. (2024). The VoicePrivacy 2022 Challenge: Progress and perspectives in voice anonymisation. IEEE/ACM Transactions on Audio, Speech, and Language Processing, 32, 3477-3491. https://doi.org/10.1109/TASLP.2024.3430530"
13,7,"Nautsch, A., Jiménez, A., Treiber, A., Kolberg, J., Jasserand, C., Kindt, E., Delgado, H., Todisco, M., Hmani, M. A., Mtibaa, A., Abdelraheem, M. A., Abad, A., Teixeira, F., Matrouf, D., Gomez-Barrero, M., Petrovska-Delacrétaz, D., Chollet, G., Evans, N., Schneider, T., Bonastre, J.-F., Raj, B., Trancoso, I., & Busch, C",2019,Preserving privacy in speaker and speech characterisation,"Computer Speech & Language, 58",441-480,10.1016/j.csl.2019.06.001,https://doi.org/10.1016/j.csl.2019.06.001,,high,"Nautsch, A., Jiménez, A., Treiber, A., Kolberg, J., Jasserand, C., Kindt, E., Delgado, H., Todisco, M., Hmani, M. A., Mtibaa, A., Abdelraheem, M. A., Abad, A., Teixeira, F., Matrouf, D., Gomez-Barrero, M., Petrovska-Delacrétaz, D., Chollet, G., Evans, N., Schneider, T., Bonastre, J.-F., Raj, B., Trancoso, I., & Busch, C. (2019). Preserving privacy in speaker and speech characterisation. Computer Speech & Language, 58, 441-480. https://doi.org/10.1016/j.csl.2019.06.001"
13,8,"Al-Khalifa, H",2026,When does OmniASR fail?,"A fine-grained human evaluation on Saudi Arabic dialects. Proceedings of SPEAKABLE at LREC 2026, 118. ELRA Language Resources Association",,,http://lrec-conf.org/proceedings/lrec2026/workshops/speakable/2026.speakable-1.0.pdf,10 August 2026,high,"Al-Khalifa, H. (2026). When does OmniASR fail? A fine-grained human evaluation on Saudi Arabic dialects. Proceedings of SPEAKABLE at LREC 2026, 118. ELRA Language Resources Association. http://lrec-conf.org/proceedings/lrec2026/workshops/speakable/2026.speakable-1.0.pdf Accessed 10 August 2026."
13,9,"San Roman, R., Fernandez, P., Elsahar, H., Défossez, A., Furon, T., & Tran, T",2024,Proactive detection of voice cloning with localized watermarking,"Proceedings of the 41st International Conference on Machine Learning, PMLR 235",43180-43196,,https://proceedings.mlr.press/v235/san-roman24a.html,10 August 2026,high,"San Roman, R., Fernandez, P., Elsahar, H., Défossez, A., Furon, T., & Tran, T. (2024). Proactive detection of voice cloning with localized watermarking. Proceedings of the 41st International Conference on Machine Learning, PMLR 235, 43180-43196. https://proceedings.mlr.press/v235/san-roman24a.html Accessed 10 August 2026."
13,10,"Wu, Z., Kinnunen, T., Evans, N., Yamagishi, J., Hanilçi, C., Sahidullah, M., & Sizov, A",2015,ASVspoof 2015: The first automatic speaker verification spoofing and countermeasures challenge,Interspeech 2015,2037-2041,10.21437/Interspeech.2015-462,https://doi.org/10.21437/Interspeech.2015-462,,high,"Wu, Z., Kinnunen, T., Evans, N., Yamagishi, J., Hanilçi, C., Sahidullah, M., & Sizov, A. (2015). ASVspoof 2015: The first automatic speaker verification spoofing and countermeasures challenge. Interspeech 2015, 2037-2041. https://doi.org/10.21437/Interspeech.2015-462"
13,11,"Wang, X., Delgado, H., Tak, H., Jung, J.-w., Shim, H.-j., Todisco, M., Kukanov, I., Liu, X., Sahidullah, M., Kinnunen, T., Evans, N., Lee, K. A., Yamagishi, J., Jeong, M., Zhu, G., Zang, Y., Zhang, Y., Maiti, S., Lux, F., Müller, N., Zhang, W., Sun, C., Hou, S., Lyu, S., Le Maguer, S., Gong, C., Guo, H., Chen, L., & Singh, V",2026,"ASVspoof 5: Design, collection and validation of resources for spoofing, deepfake, and adversarial attack detection using crowdsourced speech","Computer Speech & Language, 95, 101825",,10.1016/j.csl.2025.101825,https://doi.org/10.1016/j.csl.2025.101825,,high,"Wang, X., Delgado, H., Tak, H., Jung, J.-w., Shim, H.-j., Todisco, M., Kukanov, I., Liu, X., Sahidullah, M., Kinnunen, T., Evans, N., Lee, K. A., Yamagishi, J., Jeong, M., Zhu, G., Zang, Y., Zhang, Y., Maiti, S., Lux, F., Müller, N., Zhang, W., Sun, C., Hou, S., Lyu, S., Le Maguer, S., Gong, C., Guo, H., Chen, L., & Singh, V. (2026). ASVspoof 5: Design, collection and validation of resources for spoofing, deepfake, and adversarial attack detection using crowdsourced speech. Computer Speech & Language, 95, 101825. https://doi.org/10.1016/j.csl.2025.101825"
13,12,"Elsetohy, M., Ehab, A., Mekky, A., Hassan, B., & Shehata, S",2026,"ArFake: A robust framework for multi-dialect Arabic speech spoofing detection benchmark. arXiv preprint arXiv:2509.22808, revised June 2026",,,,https://arxiv.org/abs/2509.22808,10 August 2026,medium,"Elsetohy, M., Ehab, A., Mekky, A., Hassan, B., & Shehata, S. (2026). ArFake: A robust framework for multi-dialect Arabic speech spoofing detection benchmark. arXiv preprint arXiv:2509.22808, revised June 2026. https://arxiv.org/abs/2509.22808 Accessed 10 August 2026."
13,13,"Carlini, N., & Wagner, D",2018,Audio adversarial examples: Targeted attacks on speech-to-text,2018 IEEE Security and Privacy Workshops (SPW),1-7,10.1109/SPW.2018.00009,https://doi.org/10.1109/SPW.2018.00009,,high,"Carlini, N., & Wagner, D. (2018). Audio adversarial examples: Targeted attacks on speech-to-text. 2018 IEEE Security and Privacy Workshops (SPW), 1-7. https://doi.org/10.1109/SPW.2018.00009"
13,14,"Feng, T., Huang, K., Xu, A., Shi, X., Lertpetchpun, T., Lee, J., Lee, Y., Byrd, D., & Narayanan, S",2026,Voxlect: A speech foundation model benchmark for modeling dialects and regional languages around the globe,Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.1,2640-2651,10.1145/3770854.3785687,https://doi.org/10.1145/3770854.3785687,,high,"Feng, T., Huang, K., Xu, A., Shi, X., Lertpetchpun, T., Lee, J., Lee, Y., Byrd, D., & Narayanan, S. (2026). Voxlect: A speech foundation model benchmark for modeling dialects and regional languages around the globe. Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.1, 2640-2651. https://doi.org/10.1145/3770854.3785687"
13,15,Saudi Authority for Data and Artificial Intelligence,2023,"Personal Data Protection Law, issued by Royal Decree M/19 of 16 September 2021, amended by Royal Decree M/148 of 27 March 2023, in force from 14 September 2023",Kingdom of Saudi Arabia,,,https://sdaia.gov.sa/en/SDAIA/about/Pages/RegulationsAndPolicies.aspx,10 August 2026,high,"Saudi Authority for Data and Artificial Intelligence. (2023). Personal Data Protection Law, issued by Royal Decree M/19 of 16 September 2021, amended by Royal Decree M/148 of 27 March 2023, in force from 14 September 2023. Kingdom of Saudi Arabia. https://sdaia.gov.sa/en/SDAIA/about/Pages/RegulationsAndPolicies.aspx Accessed 10 August 2026."
13,16,Microsoft,2026,Responsible AI: principles and approach,Microsoft,,,https://www.microsoft.com/en-us/ai/responsible-ai,11 August 2026,high,Microsoft. (2026). Responsible AI: principles and approach. Microsoft. https://www.microsoft.com/en-us/ai/responsible-ai Accessed 11 August 2026.
14,1,"Ardila, R., Branson, M., Davis, K., Henretty, M., Kohler, M., Meyer, J., Morais, R., Saunders, L., Tyers, F. M., & Weber, G",2020,Common Voice: A massively-multilingual speech corpus,Proceedings of the 12th Language Resources and Evaluation Conference,4218-4222,,https://aclanthology.org/2020.lrec-1.520/,10 August 2026,high,"Ardila, R., Branson, M., Davis, K., Henretty, M., Kohler, M., Meyer, J., Morais, R., Saunders, L., Tyers, F. M., & Weber, G. (2020). Common Voice: A massively-multilingual speech corpus. Proceedings of the 12th Language Resources and Evaluation Conference, 4218-4222. https://aclanthology.org/2020.lrec-1.520/ Accessed 10 August 2026."
14,2,"Al-Fetyani, M., Al-Barham, M., Abandah, G., Alsharkawi, A., & Dawas, M",2023,MASC: Massive Arabic Speech Corpus,2022 IEEE Spoken Language Technology Workshop (SLT),1006-1013,10.1109/SLT54892.2023.10022652,https://doi.org/10.1109/SLT54892.2023.10022652,,high,"Al-Fetyani, M., Al-Barham, M., Abandah, G., Alsharkawi, A., & Dawas, M. (2023). MASC: Massive Arabic Speech Corpus. 2022 IEEE Spoken Language Technology Workshop (SLT), 1006-1013. https://doi.org/10.1109/SLT54892.2023.10022652"
14,3,"Habash, N., Diab, M., & Rambow, O",2012,Conventional orthography for dialectal Arabic,Proceedings of the Eighth International Conference on Language Resources and Evaluation,711-718,,https://aclanthology.org/L12-1328/,10 August 2026,high,"Habash, N., Diab, M., & Rambow, O. (2012). Conventional orthography for dialectal Arabic. Proceedings of the Eighth International Conference on Language Resources and Evaluation, 711-718. https://aclanthology.org/L12-1328/ Accessed 10 August 2026."
14,4,"Gebru, T., Morgenstern, J., Vecchione, B., Vaughan, J. W., Wallach, H., Daumé III, H., & Crawford, K",2021,Datasheets for datasets,"Communications of the ACM, 64(12)",86-92,10.1145/3458723,https://doi.org/10.1145/3458723,,high,"Gebru, T., Morgenstern, J., Vecchione, B., Vaughan, J. W., Wallach, H., Daumé III, H., & Crawford, K. (2021). Datasheets for datasets. Communications of the ACM, 64(12), 86-92. https://doi.org/10.1145/3458723"
14,5,"Ali, A., Bell, P., Glass, J., Messaoui, Y., Mubarak, H., Renals, S., & Zhang, Y",2016,The MGB-2 challenge: Arabic multi-dialect broadcast media recognition,2016 IEEE Spoken Language Technology Workshop (SLT),279-284,10.1109/SLT.2016.7846277,https://doi.org/10.1109/SLT.2016.7846277,,high,"Ali, A., Bell, P., Glass, J., Messaoui, Y., Mubarak, H., Renals, S., & Zhang, Y. (2016). The MGB-2 challenge: Arabic multi-dialect broadcast media recognition. 2016 IEEE Spoken Language Technology Workshop (SLT), 279-284. https://doi.org/10.1109/SLT.2016.7846277"
14,6,"Mubarak, H., Hussein, A., Chowdhury, S. A., & Ali, A",2021,"QASR: QCRI Aljazeera Speech Resource, a large scale annotated Arabic speech corpus",Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics,2274-2285,,https://aclanthology.org/2021.acl-long.177/,10 August 2026,high,"Mubarak, H., Hussein, A., Chowdhury, S. A., & Ali, A. (2021). QASR: QCRI Aljazeera Speech Resource, a large scale annotated Arabic speech corpus. Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics, 2274-2285. https://aclanthology.org/2021.acl-long.177/ Accessed 10 August 2026."
14,7,"McAuliffe, M., Socolof, M., Mihuc, S., Wagner, M., & Sonderegger, M",2017,Montreal Forced Aligner: Trainable text-speech alignment using Kaldi,Interspeech 2017,498-502,10.21437/Interspeech.2017-1386,https://doi.org/10.21437/Interspeech.2017-1386,,high,"McAuliffe, M., Socolof, M., Mihuc, S., Wagner, M., & Sonderegger, M. (2017). Montreal Forced Aligner: Trainable text-speech alignment using Kaldi. Interspeech 2017, 498-502. https://doi.org/10.21437/Interspeech.2017-1386"
14,8,"Povey, D., Ghoshal, A., Boulianne, G., Burget, L., Glembek, O., Goel, N., Hannemann, M., Motlíček, P., Qian, Y., Schwarz, P., Silovský, J., Stemmer, G., & Veselý, K",2011,The Kaldi speech recognition toolkit,IEEE 2011 Workshop on Automatic Speech Recognition and Understanding (ASRU),,,https://publications.idiap.ch/downloads/papers/2012/Povey_ASRU2011_2011.pdf,10 August 2026,high,"Povey, D., Ghoshal, A., Boulianne, G., Burget, L., Glembek, O., Goel, N., Hannemann, M., Motlíček, P., Qian, Y., Schwarz, P., Silovský, J., Stemmer, G., & Veselý, K. (2011). The Kaldi speech recognition toolkit. IEEE 2011 Workshop on Automatic Speech Recognition and Understanding (ASRU). https://publications.idiap.ch/downloads/papers/2012/Povey_ASRU2011_2011.pdf Accessed 10 August 2026."
14,9,"Watanabe, S., Hori, T., Karita, S., Hayashi, T., Nishitoba, J., Unno, Y., Enrique Yalta Soplin, N., Heymann, J., Wiesner, M., Chen, N., Renduchintala, A., & Ochiai, T",2018,ESPnet: End-to-end speech processing toolkit,Interspeech 2018,2207-2211,10.21437/Interspeech.2018-1456,https://doi.org/10.21437/Interspeech.2018-1456,,high,"Watanabe, S., Hori, T., Karita, S., Hayashi, T., Nishitoba, J., Unno, Y., Enrique Yalta Soplin, N., Heymann, J., Wiesner, M., Chen, N., Renduchintala, A., & Ochiai, T. (2018). ESPnet: End-to-end speech processing toolkit. Interspeech 2018, 2207-2211. https://doi.org/10.21437/Interspeech.2018-1456"
14,10,"Baevski, A., Zhou, Y., Mohamed, A., & Auli, M",2020,wav2vec 2.0: A framework for self-supervised learning of speech representations,Advances in Neural Information Processing Systems 33,12449-12460,,https://arxiv.org/abs/2006.11477,10 August 2026,high,"Baevski, A., Zhou, Y., Mohamed, A., & Auli, M. (2020). wav2vec 2.0: A framework for self-supervised learning of speech representations. Advances in Neural Information Processing Systems 33, 12449-12460. https://arxiv.org/abs/2006.11477 Accessed 10 August 2026."
14,11,"Park, D. S., Chan, W., Zhang, Y., Chiu, C.-C., Zoph, B., Cubuk, E. D., & Le, Q. V",2019,SpecAugment: A simple data augmentation method for automatic speech recognition,Interspeech 2019,2613-2617,10.21437/Interspeech.2019-2680,https://doi.org/10.21437/Interspeech.2019-2680,,high,"Park, D. S., Chan, W., Zhang, Y., Chiu, C.-C., Zoph, B., Cubuk, E. D., & Le, Q. V. (2019). SpecAugment: A simple data augmentation method for automatic speech recognition. Interspeech 2019, 2613-2617. https://doi.org/10.21437/Interspeech.2019-2680"
14,12,"Kulkarni, A., Kulkarni, A., Shatnawi, S., & Aldarmaki, H",2023,ClArTTS: An open-source Classical Arabic text-to-speech corpus,Interspeech 2023,5511-5515,10.21437/Interspeech.2023-2224,https://doi.org/10.21437/Interspeech.2023-2224,,high,"Kulkarni, A., Kulkarni, A., Shatnawi, S., & Aldarmaki, H. (2023). ClArTTS: An open-source Classical Arabic text-to-speech corpus. Interspeech 2023, 5511-5515. https://doi.org/10.21437/Interspeech.2023-2224"
14,13,"Toyin, H., Marew, R., Alblooshi, H., Magdy, S. M., & Aldarmaki, H",2025,ArVoice: A multi-speaker dataset for Arabic speech synthesis,Interspeech 2025,4808-4812,10.21437/Interspeech.2025-1550,https://doi.org/10.21437/Interspeech.2025-1550,,high,"Toyin, H., Marew, R., Alblooshi, H., Magdy, S. M., & Aldarmaki, H. (2025). ArVoice: A multi-speaker dataset for Arabic speech synthesis. Interspeech 2025, 4808-4812. https://doi.org/10.21437/Interspeech.2025-1550"
